country,country_slug,section,item_name,item_slug,search_query,image_path,is_duplicate,first_section,status
Mexico,mexico,cheer_reasons,Host country,host_country,Host country Mexico,data/country_card_images/mexico/host_country.jpg,no,cheer_reasons,downloaded
Mexico,mexico,cheer_reasons,Lucha libre wrestling,lucha_libre_wrestling,Lucha libre wrestling Mexico,data/country_card_images/mexico/lucha_libre_wrestling.jpg,no,cheer_reasons,downloaded
South Africa,south-africa,animals,Lion,lion,Lion,data/country_card_images/south-africa/lion.jpg,no,animals,downloaded
South Africa,south-africa,animals,Elephant,elephant,Elephant,data/country_card_images/south-africa/elephant.jpg,no,animals,downloaded
South Africa,south-africa,animals,Rhinoceros,rhinoceros,Rhinoceros,data/country_card_images/south-africa/rhinoceros.jpg,no,animals,downloaded
South Africa,south-africa,animals,Cheetah,cheetah,Cheetah,data/country_card_images/south-africa/cheetah.jpg,no,animals,downloaded
South Africa,south-africa,animals,Giraffe,giraffe,Giraffe,data/country_card_images/south-africa/giraffe.jpg,no,animals,downloaded
South Africa,south-africa,foods,Braai (BBQ),braai_bbq,Braai (BBQ) South Africa,data/country_card_images/south-africa/braai_bbq.jpg,no,foods,downloaded
South Africa,south-africa,foods,Bobotie,bobotie,Bobotie South Africa,data/country_card_images/south-africa/bobotie.jpg,no,foods,downloaded
South Africa,south-africa,foods,Biltong,biltong,Biltong South Africa,data/country_card_images/south-africa/biltong.jpg,no,foods,downloaded
South Africa,south-africa,foods,Bunny Chow,bunny_chow,Bunny Chow South Africa,data/country_card_images/south-africa/bunny_chow.jpg,no,foods,downloaded
South Africa,south-africa,landmarks,Table Mountain,table_mountain,Table Mountain South Africa,data/country_card_images/south-africa/table_mountain.jpg,no,landmarks,downloaded
South Africa,south-africa,landmarks,Kruger National Park,kruger_national_park,Kruger National Park South Africa,data/country_card_images/south-africa/kruger_national_park.jpg,no,landmarks,downloaded
South Africa,south-africa,landmarks,Robben Island,robben_island,Robben Island South Africa,data/country_card_images/south-africa/robben_island.jpg,no,landmarks,downloaded
South Africa,south-africa,landmarks,Cape of Good Hope,cape_of_good_hope,Cape of Good Hope South Africa,data/country_card_images/south-africa/cape_of_good_hope.jpg,no,landmarks,downloaded
South Africa,south-africa,cheer_reasons,Lions,lions,Lions South Africa,data/country_card_images/south-africa/lions.jpg,no,cheer_reasons,downloaded
South Africa,south-africa,cheer_reasons,Safaris,safaris,Safaris South Africa,data/country_card_images/south-africa/safaris.jpg,no,cheer_reasons,downloaded
South Africa,south-africa,cheer_reasons,Hosted 2010 World Cup,hosted_2010_world_cup,Hosted 2010 World Cup South Africa,data/country_card_images/south-africa/hosted_2010_world_cup.jpg,no,cheer_reasons,downloaded
South Africa,south-africa,cheer_reasons,Amazing music & dance,amazing_music_dance,Amazing music & dance South Africa,data/country_card_images/south-africa/amazing_music_dance.jpg,no,cheer_reasons,downloaded
South Africa,south-africa,cheer_reasons,Nelson Mandela's home country,nelson_mandela_s_home_country,Nelson Mandela's home country South Africa,data/country_card_images/south-africa/nelson_mandela_s_home_country.jpg,no,cheer_reasons,downloaded
South Korea,south-korea,animals,Siberian Tiger,siberian_tiger,Siberian Tiger,data/country_card_images/south-korea/siberian_tiger.jpg,no,animals,downloaded
South Korea,south-korea,animals,Korean Magpie,korean_magpie,Korean Magpie,data/country_card_images/south-korea/korean_magpie.jpg,no,animals,downloaded
South Korea,south-korea,animals,Asian Black Bear,asian_black_bear,Asian Black Bear,data/country_card_images/south-korea/asian_black_bear.jpg,no,animals,downloaded
South Korea,south-korea,foods,Kimchi,kimchi,Kimchi South Korea,data/country_card_images/south-korea/kimchi.jpg,no,foods,downloaded
South Korea,south-korea,foods,K-BBQ,k_bbq,K-BBQ South Korea,data/country_card_images/south-korea/k_bbq.jpg,no,foods,downloaded
South Korea,south-korea,foods,Bibimbap,bibimbap,Bibimbap South Korea,data/country_card_images/south-korea/bibimbap.jpg,no,foods,downloaded
South Korea,south-korea,foods,Tteokbokki (spicy rice cakes),tteokbokki_spicy_rice_cakes,Tteokbokki (spicy rice cakes) South Korea,data/country_card_images/south-korea/tteokbokki_spicy_rice_cakes.jpg,no,foods,downloaded
South Korea,south-korea,landmarks,Gyeongbokgung Palace,gyeongbokgung_palace,Gyeongbokgung Palace South Korea,data/country_card_images/south-korea/gyeongbokgung_palace.jpg,no,landmarks,downloaded
South Korea,south-korea,landmarks,Jeju Island,jeju_island,Jeju Island South Korea,data/country_card_images/south-korea/jeju_island.jpg,no,landmarks,downloaded
South Korea,south-korea,landmarks,DMZ,dmz,DMZ South Korea,data/country_card_images/south-korea/dmz.jpg,no,landmarks,downloaded
South Korea,south-korea,landmarks,Bukchon Hanok Village,bukchon_hanok_village,Bukchon Hanok Village South Korea,data/country_card_images/south-korea/bukchon_hanok_village.jpg,no,landmarks,downloaded
South Korea,south-korea,cheer_reasons,K-pop,k_pop,K-pop South Korea,data/country_card_images/south-korea/k_pop.jpg,no,cheer_reasons,downloaded
South Korea,south-korea,cheer_reasons,Taekwondo,taekwondo,Taekwondo South Korea,data/country_card_images/south-korea/taekwondo.jpg,no,cheer_reasons,downloaded
South Korea,south-korea,cheer_reasons,Video games,video_games,Video games South Korea,data/country_card_images/south-korea/video_games.jpg,no,cheer_reasons,downloaded
South Korea,south-korea,cheer_reasons,4th place in 2002,4th_place_in_2002,4th place in 2002 South Korea,data/country_card_images/south-korea/4th_place_in_2002.jpg,no,cheer_reasons,downloaded
South Korea,south-korea,cheer_reasons,Amazing food,amazing_food,Amazing food South Korea,data/country_card_images/south-korea/amazing_food.jpg,no,cheer_reasons,downloaded
Czechia,czechia,animals,European Brown Bear,european_brown_bear,European Brown Bear,data/country_card_images/czechia/european_brown_bear.jpg,no,animals,downloaded
Czechia,czechia,animals,White-tailed Eagle,white_tailed_eagle,White-tailed Eagle,data/country_card_images/czechia/white_tailed_eagle.jpg,no,animals,downloaded
Czechia,czechia,animals,Red Deer,red_deer,Red Deer,data/country_card_images/czechia/red_deer.jpg,no,animals,downloaded
Czechia,czechia,foods,Svíčková (beef with cream sauce),svickova_beef_with_cream_sauce,Svíčková (beef with cream sauce) Czechia,data/country_card_images/czechia/svickova_beef_with_cream_sauce.jpg,no,foods,downloaded
Czechia,czechia,foods,Trdelník (chimney cake),trdelnik_chimney_cake,Trdelník (chimney cake) Czechia,data/country_card_images/czechia/trdelnik_chimney_cake.jpg,no,foods,downloaded
Czechia,czechia,foods,Pilsner beer,pilsner_beer,Pilsner beer Czechia,data/country_card_images/czechia/pilsner_beer.jpg,no,foods,downloaded
Czechia,czechia,foods,Goulash,goulash,Goulash Czechia,data/country_card_images/czechia/goulash.jpg,no,foods,downloaded
Czechia,czechia,landmarks,Prague Castle,prague_castle,Prague Castle Czechia,data/country_card_images/czechia/prague_castle.jpg,no,landmarks,downloaded
Czechia,czechia,landmarks,Charles Bridge,charles_bridge,Charles Bridge Czechia,data/country_card_images/czechia/charles_bridge.jpg,no,landmarks,downloaded
Czechia,czechia,landmarks,Old Town Square,old_town_square,Old Town Square Czechia,data/country_card_images/czechia/old_town_square.jpg,no,landmarks,downloaded
Czechia,czechia,landmarks,Bohemian Switzerland National Park,bohemian_switzerland_national_park,Bohemian Switzerland National Park Czechia,data/country_card_images/czechia/bohemian_switzerland_national_park.jpg,no,landmarks,downloaded
Czechia,czechia,cheer_reasons,Prague,prague,Prague Czechia,data/country_card_images/czechia/prague.jpg,no,cheer_reasons,downloaded
Czechia,czechia,cheer_reasons,Beer,beer,Beer Czechia,data/country_card_images/czechia/beer.jpg,no,cheer_reasons,downloaded
Czechia,czechia,cheer_reasons,Ice hockey legends,ice_hockey_legends,Ice hockey legends Czechia,data/country_card_images/czechia/ice_hockey_legends.jpg,no,cheer_reasons,downloaded
Czechia,czechia,cheer_reasons,Beautiful castles,beautiful_castles,Beautiful castles Czechia,data/country_card_images/czechia/beautiful_castles.jpg,no,cheer_reasons,downloaded
Czechia,czechia,cheer_reasons,Václav Havel's homeland,vaclav_havel_s_homeland,Václav Havel's homeland Czechia,data/country_card_images/czechia/vaclav_havel_s_homeland.jpg,no,cheer_reasons,downloaded
Canada,canada,animals,Beaver,beaver,Beaver,data/country_card_images/canada/beaver.jpg,no,animals,downloaded
Canada,canada,animals,Moose,moose,Moose,data/country_card_images/canada/moose.jpg,no,animals,downloaded
Canada,canada,animals,Polar Bear,polar_bear,Polar Bear,data/country_card_images/canada/polar_bear.jpg,no,animals,downloaded
Canada,canada,animals,Orca,orca,Orca,data/country_card_images/canada/orca.jpg,no,animals,downloaded
Canada,canada,animals,Canada Goose,canada_goose,Canada Goose,data/country_card_images/canada/canada_goose.jpg,no,animals,downloaded
Canada,canada,foods,Poutine,poutine,Poutine Canada,data/country_card_images/canada/poutine.jpg,no,foods,downloaded
Canada,canada,foods,Butter Tarts,butter_tarts,Butter Tarts Canada,data/country_card_images/canada/butter_tarts.jpg,no,foods,downloaded
Canada,canada,foods,Maple Syrup,maple_syrup,Maple Syrup Canada,data/country_card_images/canada/maple_syrup.jpg,no,foods,downloaded
Canada,canada,foods,Nanaimo Bars,nanaimo_bars,Nanaimo Bars Canada,data/country_card_images/canada/nanaimo_bars.jpg,no,foods,downloaded
Canada,canada,landmarks,CN Tower,cn_tower,CN Tower Canada,data/country_card_images/canada/cn_tower.jpg,no,landmarks,downloaded
Canada,canada,landmarks,Niagara Falls,niagara_falls,Niagara Falls Canada,data/country_card_images/canada/niagara_falls.jpg,no,landmarks,downloaded
Canada,canada,landmarks,Banff National Park,banff_national_park,Banff National Park Canada,data/country_card_images/canada/banff_national_park.jpg,no,landmarks,downloaded
Canada,canada,landmarks,Parliament Hill,parliament_hill,Parliament Hill Canada,data/country_card_images/canada/parliament_hill.jpg,no,landmarks,downloaded
Canada,canada,cheer_reasons,Maple syrup,maple_syrup,Maple syrup Canada,data/country_card_images/canada/maple_syrup.jpg,yes,foods,downloaded
Canada,canada,cheer_reasons,Niagara Falls,niagara_falls,Niagara Falls Canada,data/country_card_images/canada/niagara_falls.jpg,yes,landmarks,downloaded
Canada,canada,cheer_reasons,Polar bears ‍,polar_bears,Polar bears ‍ Canada,data/country_card_images/canada/polar_bears.jpg,no,cheer_reasons,downloaded
Canada,canada,cheer_reasons,Co-hosting this World Cup,co_hosting_this_world_cup,Co-hosting this World Cup Canada,data/country_card_images/canada/co_hosting_this_world_cup.jpg,no,cheer_reasons,downloaded
Canada,canada,cheer_reasons,Alphonso Davies is a superstar,alphonso_davies_is_a_superstar,Alphonso Davies is a superstar Canada,data/country_card_images/canada/alphonso_davies_is_a_superstar.jpg,no,cheer_reasons,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,animals,Brown Bear,brown_bear,Brown Bear,data/country_card_images/bosnia-and-herzegovina/brown_bear.jpg,no,animals,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,animals,Lynx,lynx,Lynx,data/country_card_images/bosnia-and-herzegovina/lynx.jpg,no,animals,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,animals,Chamois,chamois,Chamois,data/country_card_images/bosnia-and-herzegovina/chamois.jpg,no,animals,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,animals,Dalmatian Pelican,dalmatian_pelican,Dalmatian Pelican,data/country_card_images/bosnia-and-herzegovina/dalmatian_pelican.jpg,no,animals,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,foods,Ćevapi (grilled sausages),cevapi_grilled_sausages,Ćevapi (grilled sausages) Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/cevapi_grilled_sausages.jpg,no,foods,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,foods,Burek (meat pastry),burek_meat_pastry,Burek (meat pastry) Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/burek_meat_pastry.jpg,no,foods,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,foods,Bosanski Lonac (meat stew),bosanski_lonac_meat_stew,Bosanski Lonac (meat stew) Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/bosanski_lonac_meat_stew.jpg,no,foods,missing
Bosnia and Herzegovina,bosnia-and-herzegovina,foods,Baklava,baklava,Baklava Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/baklava.jpg,no,foods,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,landmarks,Stari Most Bridge,stari_most_bridge,Stari Most Bridge Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/stari_most_bridge.jpg,no,landmarks,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,landmarks,Sarajevo Old Town,sarajevo_old_town,Sarajevo Old Town Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/sarajevo_old_town.jpg,no,landmarks,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,landmarks,Una River,una_river,Una River Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/una_river.jpg,no,landmarks,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,landmarks,Blagaj Monastery,blagaj_monastery,Blagaj Monastery Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/blagaj_monastery.jpg,no,landmarks,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,cheer_reasons,Stari Most bridge,stari_most_bridge,Stari Most bridge Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/stari_most_bridge.jpg,yes,landmarks,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,cheer_reasons,Ćevapi (best grilled meat ever!),cevapi_best_grilled_meat_ever,Ćevapi (best grilled meat ever!) Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/cevapi_best_grilled_meat_ever.jpg,no,cheer_reasons,missing
Bosnia and Herzegovina,bosnia-and-herzegovina,cheer_reasons,Comeback story,comeback_story,Comeback story Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/comeback_story.jpg,no,cheer_reasons,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,cheer_reasons,Beautiful mountains,beautiful_mountains,Beautiful mountains Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/beautiful_mountains.jpg,no,cheer_reasons,downloaded
Bosnia and Herzegovina,bosnia-and-herzegovina,cheer_reasons,History of resilience,history_of_resilience,History of resilience Bosnia and Herzegovina,data/country_card_images/bosnia-and-herzegovina/history_of_resilience.jpg,no,cheer_reasons,downloaded
Qatar,qatar,animals,Arabian Oryx,arabian_oryx,Arabian Oryx,data/country_card_images/qatar/arabian_oryx.jpg,no,animals,downloaded
Qatar,qatar,animals,Dugong,dugong,Dugong,data/country_card_images/qatar/dugong.jpg,no,animals,downloaded
Qatar,qatar,animals,Sooty Falcon,sooty_falcon,Sooty Falcon,data/country_card_images/qatar/sooty_falcon.jpg,no,animals,downloaded
Qatar,qatar,animals,Arabian Leopard,arabian_leopard,Arabian Leopard,data/country_card_images/qatar/arabian_leopard.jpg,no,animals,downloaded
Qatar,qatar,foods,Machboos (spiced rice & meat),machboos_spiced_rice_meat,Machboos (spiced rice & meat) Qatar,data/country_card_images/qatar/machboos_spiced_rice_meat.jpg,no,foods,downloaded
Qatar,qatar,foods,Harees,harees,Harees Qatar,data/country_card_images/qatar/harees.jpg,no,foods,missing
Qatar,qatar,foods,Luqaimat (sweet dumplings),luqaimat_sweet_dumplings,Luqaimat (sweet dumplings) Qatar,data/country_card_images/qatar/luqaimat_sweet_dumplings.jpg,no,foods,missing
Qatar,qatar,foods,Kabsa,kabsa,Kabsa Qatar,data/country_card_images/qatar/kabsa.jpg,no,foods,downloaded
Qatar,qatar,landmarks,Museum of Islamic Art,museum_of_islamic_art,Museum of Islamic Art Qatar,data/country_card_images/qatar/museum_of_islamic_art.jpg,no,landmarks,downloaded
Qatar,qatar,landmarks,Souq Waqif,souq_waqif,Souq Waqif Qatar,data/country_card_images/qatar/souq_waqif.jpg,no,landmarks,downloaded
Qatar,qatar,landmarks,The Pearl,the_pearl,The Pearl Qatar,data/country_card_images/qatar/the_pearl.jpg,no,landmarks,downloaded
Qatar,qatar,landmarks,Lusail Stadium,lusail_stadium,Lusail Stadium Qatar,data/country_card_images/qatar/lusail_stadium.jpg,no,landmarks,downloaded
Qatar,qatar,cheer_reasons,Hosted the 2022 World Cup,hosted_the_2022_world_cup,Hosted the 2022 World Cup Qatar,data/country_card_images/qatar/hosted_the_2022_world_cup.jpg,no,cheer_reasons,downloaded
Qatar,qatar,cheer_reasons,Arabian Oryx,arabian_oryx,Arabian Oryx Qatar,data/country_card_images/qatar/arabian_oryx.jpg,yes,animals,downloaded
Qatar,qatar,cheer_reasons,Pearl diving history,pearl_diving_history,Pearl diving history Qatar,data/country_card_images/qatar/pearl_diving_history.jpg,no,cheer_reasons,downloaded
Qatar,qatar,cheer_reasons,Stunning modern architecture,stunning_modern_architecture,Stunning modern architecture Qatar,data/country_card_images/qatar/stunning_modern_architecture.jpg,no,cheer_reasons,downloaded
Qatar,qatar,cheer_reasons,Desert adventures,desert_adventures,Desert adventures Qatar,data/country_card_images/qatar/desert_adventures.jpg,no,cheer_reasons,downloaded
Switzerland,switzerland,animals,Ibex,ibex,Ibex,data/country_card_images/switzerland/ibex.jpg,no,animals,downloaded
Switzerland,switzerland,animals,Marmot,marmot,Marmot,data/country_card_images/switzerland/marmot.jpg,no,animals,downloaded
Switzerland,switzerland,animals,Golden Eagle,golden_eagle,Golden Eagle,data/country_card_images/switzerland/golden_eagle.jpg,no,animals,downloaded
Switzerland,switzerland,animals,St. Bernard dog,st_bernard_dog,St. Bernard dog,data/country_card_images/switzerland/st_bernard_dog.jpg,no,animals,downloaded
Switzerland,switzerland,foods,Fondue,fondue,Fondue Switzerland,data/country_card_images/switzerland/fondue.jpg,no,foods,downloaded
Switzerland,switzerland,foods,Raclette,raclette,Raclette Switzerland,data/country_card_images/switzerland/raclette.jpg,no,foods,downloaded
Switzerland,switzerland,foods,Swiss chocolate,swiss_chocolate,Swiss chocolate Switzerland,data/country_card_images/switzerland/swiss_chocolate.jpg,no,foods,downloaded
Switzerland,switzerland,foods,Rösti (potato cake),rosti_potato_cake,Rösti (potato cake) Switzerland,data/country_card_images/switzerland/rosti_potato_cake.jpg,no,foods,missing
Switzerland,switzerland,landmarks,Matterhorn,matterhorn,Matterhorn Switzerland,data/country_card_images/switzerland/matterhorn.jpg,no,landmarks,downloaded
Switzerland,switzerland,landmarks,Lake Geneva,lake_geneva,Lake Geneva Switzerland,data/country_card_images/switzerland/lake_geneva.jpg,no,landmarks,downloaded
Switzerland,switzerland,landmarks,Château de Chillon,chateau_de_chillon,Château de Chillon Switzerland,data/country_card_images/switzerland/chateau_de_chillon.jpg,no,landmarks,downloaded
Switzerland,switzerland,landmarks,Jungfrau,jungfrau,Jungfrau Switzerland,data/country_card_images/switzerland/jungfrau.jpg,no,landmarks,downloaded
Switzerland,switzerland,cheer_reasons,Chocolate,chocolate,Chocolate Switzerland,data/country_card_images/switzerland/chocolate.jpg,no,cheer_reasons,downloaded
Switzerland,switzerland,cheer_reasons,Skiing,skiing,Skiing Switzerland,data/country_card_images/switzerland/skiing.jpg,no,cheer_reasons,downloaded
Switzerland,switzerland,cheer_reasons,Alps,alps,Alps Switzerland,data/country_card_images/switzerland/alps.jpg,no,cheer_reasons,downloaded
Switzerland,switzerland,cheer_reasons,Watches ⌚,watches,Watches ⌚ Switzerland,data/country_card_images/switzerland/watches.jpg,no,cheer_reasons,downloaded
Switzerland,switzerland,cheer_reasons,World's most famous knife,world_s_most_famous_knife,World's most famous knife Switzerland,data/country_card_images/switzerland/world_s_most_famous_knife.jpg,no,cheer_reasons,downloaded
Brazil,brazil,animals,Toucan,toucan,Toucan,data/country_card_images/brazil/toucan.jpg,no,animals,downloaded
Brazil,brazil,animals,Jaguar,jaguar,Jaguar,data/country_card_images/brazil/jaguar.jpg,no,animals,downloaded
Brazil,brazil,animals,Capybara,capybara,Capybara,data/country_card_images/brazil/capybara.jpg,no,animals,downloaded
Brazil,brazil,animals,Poison Dart Frog,poison_dart_frog,Poison Dart Frog,data/country_card_images/brazil/poison_dart_frog.jpg,no,animals,downloaded
Brazil,brazil,animals,Amazon River Dolphin,amazon_river_dolphin,Amazon River Dolphin,data/country_card_images/brazil/amazon_river_dolphin.jpg,no,animals,downloaded
Brazil,brazil,foods,Churrasco (BBQ),churrasco_bbq,Churrasco (BBQ) Brazil,data/country_card_images/brazil/churrasco_bbq.jpg,no,foods,downloaded
Brazil,brazil,foods,Brigadeiro (chocolate truffle),brigadeiro_chocolate_truffle,Brigadeiro (chocolate truffle) Brazil,data/country_card_images/brazil/brigadeiro_chocolate_truffle.jpg,no,foods,downloaded
Brazil,brazil,foods,Açaí,acai,Açaí Brazil,data/country_card_images/brazil/acai.jpg,no,foods,downloaded
Brazil,brazil,foods,Feijoada (bean stew),feijoada_bean_stew,Feijoada (bean stew) Brazil,data/country_card_images/brazil/feijoada_bean_stew.jpg,no,foods,downloaded
Brazil,brazil,landmarks,Christ the Redeemer,christ_the_redeemer,Christ the Redeemer Brazil,data/country_card_images/brazil/christ_the_redeemer.jpg,no,landmarks,downloaded
Brazil,brazil,landmarks,Amazon Rainforest,amazon_rainforest,Amazon Rainforest Brazil,data/country_card_images/brazil/amazon_rainforest.jpg,no,landmarks,downloaded
Brazil,brazil,landmarks,Iguazu Falls,iguazu_falls,Iguazu Falls Brazil,data/country_card_images/brazil/iguazu_falls.jpg,no,landmarks,downloaded
Brazil,brazil,landmarks,Copacabana Beach,copacabana_beach,Copacabana Beach Brazil,data/country_card_images/brazil/copacabana_beach.jpg,no,landmarks,downloaded
Brazil,brazil,cheer_reasons,Won the World Cup 5 TIMES,won_the_world_cup_5_times,Won the World Cup 5 TIMES Brazil,data/country_card_images/brazil/won_the_world_cup_5_times.jpg,no,cheer_reasons,downloaded
Brazil,brazil,cheer_reasons,Samba dancing,samba_dancing,Samba dancing Brazil,data/country_card_images/brazil/samba_dancing.jpg,no,cheer_reasons,downloaded
Brazil,brazil,cheer_reasons,Amazon rainforest,amazon_rainforest,Amazon rainforest Brazil,data/country_card_images/brazil/amazon_rainforest.jpg,yes,landmarks,downloaded
Brazil,brazil,cheer_reasons,Carnaval,carnaval,Carnaval Brazil,data/country_card_images/brazil/carnaval.jpg,no,cheer_reasons,downloaded
Brazil,brazil,cheer_reasons,Rodney Dourado is amazing,rodney_dourado_is_amazing,Rodney Dourado is amazing Brazil,data/country_card_images/brazil/rodney_dourado_is_amazing.jpg,no,cheer_reasons,downloaded
Morocco,morocco,animals,Barbary Lion (extinct but symbol),barbary_lion_extinct_but_symbol,Barbary Lion (extinct but symbol),data/country_card_images/morocco/barbary_lion_extinct_but_symbol.jpg,no,animals,downloaded
Morocco,morocco,animals,Argan Tree Goat,argan_tree_goat,Argan Tree Goat,data/country_card_images/morocco/argan_tree_goat.jpg,no,animals,downloaded
Morocco,morocco,animals,Barbary Macaque,barbary_macaque,Barbary Macaque,data/country_card_images/morocco/barbary_macaque.jpg,no,animals,downloaded
Morocco,morocco,animals,Desert Fox,desert_fox,Desert Fox,data/country_card_images/morocco/desert_fox.jpg,no,animals,downloaded
Morocco,morocco,foods,Tagine,tagine,Tagine Morocco,data/country_card_images/morocco/tagine.jpg,no,foods,downloaded
Morocco,morocco,foods,Couscous,couscous,Couscous Morocco,data/country_card_images/morocco/couscous.jpg,no,foods,downloaded
Morocco,morocco,foods,Pastilla (sweet-savory pie),pastilla_sweet_savory_pie,Pastilla (sweet-savory pie) Morocco,data/country_card_images/morocco/pastilla_sweet_savory_pie.jpg,no,foods,downloaded
Morocco,morocco,foods,Mint tea,mint_tea,Mint tea Morocco,data/country_card_images/morocco/mint_tea.jpg,no,foods,downloaded
Morocco,morocco,landmarks,Medina of Marrakech,medina_of_marrakech,Medina of Marrakech Morocco,data/country_card_images/morocco/medina_of_marrakech.jpg,no,landmarks,downloaded
Morocco,morocco,landmarks,Sahara Desert,sahara_desert,Sahara Desert Morocco,data/country_card_images/morocco/sahara_desert.jpg,no,landmarks,downloaded
Morocco,morocco,landmarks,Hassan II Mosque,hassan_ii_mosque,Hassan II Mosque Morocco,data/country_card_images/morocco/hassan_ii_mosque.jpg,no,landmarks,downloaded
Morocco,morocco,landmarks,Atlas Mountains,atlas_mountains,Atlas Mountains Morocco,data/country_card_images/morocco/atlas_mountains.jpg,no,landmarks,downloaded
Morocco,morocco,cheer_reasons,2022 semifinalists,2022_semifinalists,2022 semifinalists Morocco,data/country_card_images/morocco/2022_semifinalists.jpg,no,cheer_reasons,downloaded
Morocco,morocco,cheer_reasons,Tagine food,tagine_food,Tagine food Morocco,data/country_card_images/morocco/tagine_food.jpg,no,cheer_reasons,downloaded
Morocco,morocco,cheer_reasons,Sahara Desert,sahara_desert,Sahara Desert Morocco,data/country_card_images/morocco/sahara_desert.jpg,yes,landmarks,downloaded
Morocco,morocco,cheer_reasons,Mint tea,mint_tea,Mint tea Morocco,data/country_card_images/morocco/mint_tea.jpg,yes,foods,downloaded
Morocco,morocco,cheer_reasons,Africa's best team,africa_s_best_team,Africa's best team Morocco,data/country_card_images/morocco/africa_s_best_team.jpg,no,cheer_reasons,downloaded
Haiti,haiti,animals,Hispaniolan Trogon,hispaniolan_trogon,Hispaniolan Trogon,data/country_card_images/haiti/hispaniolan_trogon.jpg,no,animals,downloaded
Haiti,haiti,animals,Manatee,manatee,Manatee,data/country_card_images/haiti/manatee.jpg,no,animals,downloaded
Haiti,haiti,animals,Cuban Crocodile,cuban_crocodile,Cuban Crocodile,data/country_card_images/haiti/cuban_crocodile.jpg,no,animals,downloaded
